SalesCD,SalesName,SalesSecCD,SalesSecName,CustomerCD,CustomerName,Cat12CD,Cat12Name,PartNo,Ship(CO)YM,Qty,Amt
CG,REKR,TY,FUCO,CG09000165,KR FC LS IS,14QY,RX600,R5F5631BDDFC#V0,   2024/02,320,355968
CG,REKR,TY,FUCO,CG09000165,KR FC LS IS,14QY,RX600,R5F5631EDDBG#G0,   2024/03,1368,1718755
CG,REKR,TY,FUCO,CG09000165,KR FC LS IS,14QY,RX600,R5F564MFDDBG#21,   2023/07,1373,1509198
CG,REKR,TY,FUCO,CG09000165,KR FC LS IS,14QY,RX600,R5F564MFDDBG#21,   2023/08,852,936519
CG,REKR,TY,FUCO,CG09000165,KR FC LS IS,14QY,RX600,R5F564MFDDBG#21,   2023/09,13757,15121695
CG,REKR,TY,FUCO,CG09000165,KR FC LS IS,14QY,RX600,R5F564MFDDBG#21,   2023/10,21536,23672372
CG,REKR,TY,FUCO,CG09000165,KR FC LS IS,14QY,RX600,R5F564MFDDBG#21,   2023/11,26671,29316764
CG,REKR,TY,FUCO,CG09000165,KR FC LS IS,14QY,RX600,R5F571MFDDBG#20,   2023/11,2479,2980749
CG,REKR,TY,FUCO,CG09000165,KR FC LS IS,14QY,RX600,R5F571MFDDBG#20,   2023/12,12075,14518980
CG,REKR,TY,FUCO,CG09000165,KR FC LS IS,14QV,H8SX/16,R5F61668RD50FPV,   2023/12,26,57282
CG,REKR,TY,FUCO,CG09000165,KR FC LS IS,14QV,H8SX/16,R5F61668RD50FPV,   2024/01,5341,11767292
CG,REKR,TY,FUCO,CG09000165,KR FC LS IS,19SU,RZ/A_SH2ACR,R5S72625P144FP#UZ,   2024/03,7228,10970369
CG,REKR,TY,FUCO,CG09000165,KR FC LS IS,25TR,STD-LINEAR2,RNA51957AFP#H0,?2022/12,152500,2891400
CG,REKR,TY,FUCO,CG09000165,KR FC LS IS,25TR,STD-LINEAR2,RNA51957BFP#H0,   2023/03,115000,2180400
CG,REKR,TY,FUCO,CG09000165,KR FC LS IS,25TR,STD-LINEAR2,RNA51958BFP#H0,?2022/12,17500,331800
CG,REKR,TY,FUCO,CG09000165,KR FC LS IS,25TR,STD-LINEAR2,RNA51958BFP#H0,   2023/01,17500,331800
CG,REKR,TY,FUCO,CG09000165,KR FC LS IS,1AE9,TOOL_HARD,RTK9743U11S01000BE,?2022/12,3,162000
CG,REKR,TY,FUCO,CG09000165,KR FC LS IS,25S7,LEGACY LIC,UPC393G2-E2-A,?2022/12,45000,1490400
CG,REKR,TY,FUCO,CG09000165,KR FC LS IS,25S7,LEGACY LIC,UPC393G2-E2-A,   2023/01,40000,1324800
CG,REKR,TY,FUCO,CG09000165,KR FC LS IS,13KH,78KX2/K-2,UPD78F0535AGK-GAJ-AX,   2023/05,18026,6900350
CG,REKR,TY,FUCO,CG09000165,KR FC LS IS,13KH,78KX2/K-2,UPD78F0535AGK-GAJ-AX,   2023/06,952,364426
CG,REKR,TY,FUCO,CG09000165,KR FC LS IS,13KH,78KX2/K-2,UPD78F0535AGK-GAJ-AX,   2023/07,4516,1728725
CG,REKR,TY,FUCO,CG09000165,KR FC LS IS,13KH,78KX2/K-2,UPD78F0535AGK-GAJ-AX,   2023/08,16995,6505686
CG,REKR,TY,FUCO,CG09000165,KR FC LS IS,13KH,78KX2/K-2,UPD78F0535AGK-GAJ-AX,   2023/09,8119,3107954
CG,REKR,TY,FUCO,CG09000165,KR FC LS IS,13KH,78KX2/K-2,UPD78F0535AGK-GAJ-AX,   2023/11,6648,2544855
CG,REKR,TY,FUCO,CG09000165,KR FC LS IS,13KH,78KX2/K-2,UPD78F0535AGK-GAJ-AX,   2024/01,465,178002
CG,REKR,TY,FUCO,CG09000166,KR FC LG INO GJ,13EI,RA_FAMILY-1,R7FA2L1A93CFM#BA0,   2024/02,57600,4285440
CG,REKR,TY,FUCO,CG09000166,KR FC LG INO GJ,13EI,RA_FAMILY-1,R7FA2L1A93CFM#BA0,   2024/03,26880,1999872
CG,REKR,TY,FUCO,CG09000174,KR FC LG REF,14QW,RX200/100,R5F51308ADFP#10,   2024/02,101420,15383385
CG,REKR,TY,FUCO,CG09000174,KR FC LG REF,14QW,RX200/100,R5F51308ADFP#10,   2024/03,31680,4805223
CG,REKR,TY,FUCO,CG09000177,KR FC LG TV2,13EJ,RL78_GENERAL,R5F100GEAFB#10,   2023/09,1950,74880
CG,REKR,TY,FUCO,CG09000177,KR FC LG TV2,13EJ,RL78_GENERAL,R5F100PJAFB#10,   2023/10,79920,9014976
CG,REKR,TY,FUCO,CG09000177,KR FC LG TV2,13EJ,RL78_GENERAL,R5F100PJAFB#10,   2023/11,56880,6416064
CG,REKR,TY,FUCO,CG09000177,KR FC LG TV2,13EJ,RL78_GENERAL,R5F100PJAFB#10,   2023/12,43200,4872960
CG,REKR,TY,FUCO,CG09000177,KR FC LG TV2,14QI,RX-ASSP,R5F526TFDGFP#30,   2024/03,1350,321570
CG,REKR,TY,FUCO,CG09000177,KR FC LG TV2,1AQ4,EVALUATION TOOL,RTK0EMX270S00020BJ,?2022/12,1,32205
CG,REKR,TY,FUCO,CG09000177,KR FC LG TV2,1AQ4,EVALUATION TOOL,RTK0EMX870C00000BJ,?2022/12,2,16800
CG,REKR,TY,FUCO,CG09000177,KR FC LG TV2,13KH,78KX2/K-2,UPD78F0515AGA(S)-8EU-AT,   2023/12,26403,1748933
CG,REKR,TY,FUCO,CG09000177,KR FC LG TV2,13KH,78KX2/K-2,UPD78F0515AGA(S)-8EU-AT,   2024/01,4693,310865
CG,REKR,TY,FUCO,CG09000177,KR FC LG TV2,13KH,78KX2/K-2,UPD78F0515AGA(S)-8EU-AT,   2024/02,5345,354053
CG,REKR,TY,FUCO,CG09000177,KR FC LG TV2,13KH,78KX2/K-2,UPD78F0515AGA(S)-8EU-AT,   2024/03,71116,4710724
CG,REKR,TY,FUCO,CG09000177,KR FC LG TV2,13K6,78K0R/K,UPD78F1166AGF(S)-GAS-AX,   2024/03,6336,961804
CG,REKR,TY,FUCO,CG09000178,KR FC LG W.M,13EJ,RL78_GENERAL,R5F104AEGSP#10,   2023/09,1630,125184
CG,REKR,TY,FUCO,CG09000178,KR FC LG W.M,13EJ,RL78_GENERAL,R5F104MGAFB#10,   2023/07,4760,439823
CG,REKR,TY,FUCO,CG09000178,KR FC LG W.M,13EJ,RL78_GENERAL,R5F104MGAFB#10,   2023/08,15232,1407437
CG,REKR,TY,FUCO,CG09000178,KR FC LG W.M,13EJ,RL78_GENERAL,R5F104MGAFB#10,   2023/10,952,87965
CG,REKR,TY,FUCO,CG09000178,KR FC LG W.M,13EJ,RL78_GENERAL,R5F104MGAFB#10,   2023/11,4760,439824
CG,REKR,TY,FUCO,CG09000178,KR FC LG W.M,14QW,RX200/100,R5F51305ADFK#10,   2023/11,75600,6804000
CG,REKR,TY,FUCO,CG09000178,KR FC LG W.M,14QW,RX200/100,R5F51305ADFK#10,   2023/12,17280,1555200
CG,REKR,TY,FUCO,CG09000178,KR FC LG W.M,14QW,RX200/100,R5F51305ADFK#10,   2024/03,54720,4924800
CG,REKR,TY,FUCO,CG09000178,KR FC LG W.M,14QW,RX200/100,R5F51306BDFM#10,   2023/10,180180,16670102
CG,REKR,TY,FUCO,CG09000178,KR FC LG W.M,14QW,RX200/100,R5F51306BDFM#10,   2023/11,94720,8765389
CG,REKR,TY,FUCO,CG09000178,KR FC LG W.M,14QW,RX200/100,R5F51306BDFM#10,   2023/12,55040,5093402
CG,REKR,TY,FUCO,CG09000178,KR FC LG W.M,14QW,RX200/100,R5F51306BDFM#10,   2024/01,35840,3316634
CG,REKR,TY,FUCO,CG09000178,KR FC LG W.M,14QW,RX200/100,R5F51306BDFM#10,   2024/02,247040,22861082
CG,REKR,TY,FUCO,CG09000178,KR FC LG W.M,14QW,RX200/100,R5F51306BDFM#10,   2024/03,149760,13858791
CG,REKR,TY,FUCO,CG09000178,KR FC LG W.M,13EI,RA_FAMILY-1,R7FA2E1A73CNH#AA0,?2022/12,2000,192000
CG,REKR,TY,FUCO,CG09000178,KR FC LG W.M,13EI,RA_FAMILY-1,R7FA2E1A93CNE#AA0,   2023/07,5007,360504
CG,REKR,TY,FUCO,CG09000178,KR FC LG W.M,13EI,RA_FAMILY-1,R7FA2E1A93CNE#AA0,   2023/10,27949,2012328
CG,REKR,TY,FUCO,CG09000178,KR FC LG W.M,13EI,RA_FAMILY-1,R7FA2E1A93CNE#AA0,   2023/11,3530,254160
CG,REKR,TY,FUCO,CG09000178,KR FC LG W.M,13EI,RA_FAMILY-1,R7FA2E1A93CNE#AA0,   2023/12,14849,1069128
CG,REKR,TY,FUCO,CG09000178,KR FC LG W.M,13EI,RA_FAMILY-1,R7FA2E1A93CNE#AA0,   2024/01,1000,72000
CG,REKR,TY,FUCO,CG09000178,KR FC LG W.M,13EI,RA_FAMILY-1,R7FA2E1A93CNE#AA0,   2024/02,10775,775800
CG,REKR,TY,FUCO,CG09000178,KR FC LG W.M,13EI,RA_FAMILY-1,R7FA2L1A93CFM#AA0,   2023/09,5744,427353
CG,REKR,TY,FUCO,CG09000178,KR FC LG W.M,13EI,RA_FAMILY-1,R7FA2L1A93CFM#BA0,   2023/09,14080,1047552
CG,REKR,TY,FUCO,CG09000178,KR FC LG W.M,13EI,RA_FAMILY-1,R7FA2L1A93CFM#BA0,   2023/11,140800,10475520
CG,REKR,TY,FUCO,CG09000178,KR FC LG W.M,13EI,RA_FAMILY-1,R7FA2L1A93CFM#BA0,   2023/12,48640,3618816
CG,REKR,TY,FUCO,CG09000178,KR FC LG W.M,13EI,RA_FAMILY-1,R7FA2L1A93CFP#AA0,   2023/08,100,16920
CG,REKR,TY,FUCO,CG09000178,KR FC LG W.M,13EI,RA_FAMILY-1,R7FA2L1AB3CFM#BA0,   2024/01,9940,865951
CG,REKR,TY,FUCO,CG09000178,KR FC LG W.M,13EI,RA_FAMILY-1,R7FA2L1AB3CFM#BA0,   2024/02,6400,557568
CG,REKR,TY,FUCO,CG09000178,KR FC LG W.M,13EI,RA_FAMILY-1,R7FA2L1AB3CFM#BA0,   2024/03,29440,2564813
CG,REKR,TY,FUCO,CG09000178,KR FC LG W.M,25HP,BATTERY,RAJ240090A20GFP#HC2,   2023/08,69000,11385000
CG,REKR,TY,FUCO,CG09000178,KR FC LG W.M,25HP,BATTERY,RAJ240090A20GFP#HC2,   2023/09,43500,7177500
CG,REKR,TY,FUCO,CG09000178,KR FC LG W.M,25HP,BATTERY,RAJ240090A20GFP#HC2,   2023/10,64500,10642500
CG,REKR,TY,FUCO,CG09000178,KR FC LG W.M,25HP,BATTERY,RAJ240090A20GFP#HC2,   2024/03,22500,3712500
CG,REKR,TY,FUCO,CG09000178,KR FC LG W.M,1AE9,TOOL_HARD,RTK5051308S00000BE,   2023/03,2,57600
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,12ER,RL78(AUTO),R5F10BGFCLFB#15,   2024/02,14000,1327200
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,12ER,RL78(AUTO),R5F10BGFCLFB#15,   2024/03,38000,3602400
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,12ER,RL78(AUTO),R5F10PGHCKFB#15,   2023/04,500,74400
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,12ER,RL78(AUTO),R5F10PGHCLFB#15,?2022/12,18000,2219904
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,12ER,RL78(AUTO),R5F10PLHCLFB#55,   2024/02,43000,5949820
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,12ER,RL78(AUTO),R5F10PLHCLFB#55,   2024/03,214000,29619740
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,12ER,RL78(AUTO),R5F113PKCLFB#15,   2023/09,24480,5264005
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,12ER,RL78(AUTO),R5F113PKCLFB#15,   2023/10,5040,1083953
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,12ER,RL78(AUTO),R5F113PKCLFB#15,   2023/11,36720,7897371
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,12ER,RL78(AUTO),R5F113PKCLFB#15,   2023/12,17280,3716410
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,12ER,RL78(AUTO),R5F113PKCLFB#15,   2024/01,7200,1548504
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,12ER,RL78(AUTO),R5F113PKCLFB#15,   2024/02,8640,1858205
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,19SU,RZ/A_SH2ACR,R5S726A0P216FP#VZ,   2024/02,561,337946
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,19SU,RZ/A_SH2ACR,R5S726A0P216FP#VZ,   2024/03,159,95782
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,11JS,RH850/F,R7F7010173AFP-C#BA4,   2023/09,6664,1583365
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,11JS,RH850/F,R7F7010173AFP-C#BA4,   2023/10,2856,678586
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,11JS,RH850/F,R7F7010173AFP-C#BA4,   2023/11,2856,678586
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,11JS,RH850/F,R7F7010303AFD#KA4,   2023/07,2400,921600
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,11JS,RH850/F,R7F7010303AFD#KA4,   2023/09,13600,5222400
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,11JS,RH850/F,R7F7010303AFP-C#BA4,   2023/07,16800,6451200
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,11JS,RH850/F,R7F7010333AFP-C#BA4,   2023/11,16320,5995397
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,11JS,RH850/F,R7F7010333AFP-C#BA4,   2023/12,4160,1528260
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,11JS,RH850/F,R7F7010333AFP-C#BA4,   2024/01,2240,822909
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,11JS,RH850/F,R7F7010333AFP-C#BA4,   2024/02,9280,3409194
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,11JS,RH850/F,R7F7010333AFP-C#BA4,   2024/03,27200,9992464
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,11JS,RH850/F,R7F7010453AFP#BA2,   2024/02,154080,41424048
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,11JS,RH850/F,R7F7010453AFP#BA2,   2024/03,60480,16260048
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,11JS,RH850/F,R7F7010453AFP-C#BA2,   2024/01,26640,7413912
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,11JS,RH850/F,R7F7010453AFP-C#BA2,   2024/02,17280,4809024
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,11JS,RH850/F,R7F7010453AFP-C#BA2,   2024/03,25200,7013160
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,11JS,RH850/F,R7F7015433AFP-C#BA3,   2024/01,9120,3351768
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,11JS,RH850/F,R7F7015433AFP-C#BA3,   2024/02,39840,14643192
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,11JS,RH850/F,R7F7015433AFP-C#BA3,   2024/03,37440,13761072
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,11JS,RH850/F,R7F7015473AFE#BA3,?2022/12,8640,3723840
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,11JS,RH850/F,R7F7015473AFP-C#BA3,   2024/02,24000,10600288
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,11JS,RH850/F,R7F7015473AFP-C#BA3,   2024/03,50240,22191008
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,11JS,RH850/F,R7F7015473AFP-C#KA3,?2022/12,400,155520
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,11JS,RH850/F,R7F7015813AFE#BA3,   2024/03,343440,94896567
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,11JS,RH850/F,R7F7015813AFP-C#BA3,   2024/01,48960,14017708
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,11JS,RH850/F,R7F7015813AFP-C#BA3,   2024/02,124560,35664020
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,11JS,RH850/F,R7F7015813AFP-C#BA3,   2024/03,7200,2061504
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,11JS,RH850/F,R7F7015814AFP-C#BA3,   2024/03,4320,1377959
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,11JS,RH850/F,R7F7015874AFP-C#BA3,   2024/03,2240,1024128
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,11JS,RH850/F,R7F7016443AFP-C#BA1,   2023/09,1360,565218
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,11JS,RH850/F,R7F7016443AFP-C#BA1,   2023/10,8640,3591562
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,11JS,RH850/F,R7F7016443AFP-C#BA1,   2023/11,12960,5387343
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,11JS,RH850/F,R7F7016443AFP-C#BA1,   2023/12,720,299297
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,11JS,RH850/F,R7F7016443AFP-C#BA1,   2024/02,3600,1496484
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,11JS,RH850/F,R7F7016453AFD-C#BA1,   2023/12,720,620352
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,11JS,RH850/F,R7F7016453AFD-C#BA1,   2024/03,720,620352
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,11JS,RH850/F,R7F7016473AFP-C#BA1,   2024/02,14400,6618240
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,11JS,RH850/F,R7F7016483AFP-C#BA1,?2022/12,960,855820
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,11JS,RH850/F,R7F7016493AFD-C#BA1,   2024/01,1600,942720
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,11JS,RH850/F,R7F7016493AFD-C#BA1,   2024/02,640,377088
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,11JS,RH850/F,R7F7016514ABG-C#BC1,   2024/02,9639,5956902
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,11JS,RH850/F,R7F7016514ABG-C#BC1,   2024/03,113526,70159068
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,11JS,RH850/F,R7F7016903AFP-C#AA1,   2024/03,640,296448
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,11KR,RH850/U,R7F702301BEBBA-C#BC6,   2023/11,540,1296000
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,15G9,R-CAR,R8A77980ALBN1BA#GE,   2024/03,51000,160809955
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,15G9,R-CAR,R8A77980LA01BA#YB1,   2023/12,50,540000
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,15G9,R-CAR,R8A77980LBN1BA#G9,   2023/12,61500,266491800
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,15G9,R-CAR,R8A77980LBN1BA#G9,   2024/01,127200,551183040
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,15G9,R-CAR,R8A77980LBN1BA#G9,   2024/02,40500,175494600
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,15G9,R-CAR,R8A77980LBN1BA#G9,   2024/03,9000,38998800
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,15G9,R-CAR,R8A779F7LA80BG#YK2,   2023/03,50,360000
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,15G9,R-CAR,R8A779M4JA60BG#YK9,   2024/02,150,1080000
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,1AE9,TOOL_HARD,RTE0T00020KCAC0000J,   2024/02,3,18000
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,1AE9,TOOL_HARD,RTE0T00020KCE00000R,   2024/03,10,454800
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,1AE9,TOOL_HARD,RTE0T0002LKCE00000R,   2024/03,5,30600
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,12JQ,V850ES/S,UPD70F3347GJ(A)-GAE-AX,   2023/12,14947,4622178
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,12JQ,V850ES/S,UPD70F3347GJ(A)-GAE-AX,   2024/01,22958,7100910
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,12JQ,V850ES/S,UPD70F3347GJ(A)-GAE-AX,   2024/02,28874,8930729
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,12JQ,V850ES/S,UPD70F3347GJ(A)-GAE-AX,   2024/03,30920,9563556
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,12JC,V850E2/F,UPD70F3584GJA-GAE-QS-AX,?2022/12,24678,9365301
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,12K3,78K0R/F,UPD78F1845GCA-UEU-G,   2023/09,22689,5460037
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,12K3,78K0R/F,UPD78F1845GCA-UEU-G,   2023/10,18547,4463892
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,12K3,78K0R/F,UPD78F1845GCA-UEU-G,   2023/11,18482,4448248
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,12K3,78K0R/F,UPD78F1845GCA-UEU-G,   2023/12,23032,5543342
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,12K3,78K0R/F,UPD78F1845GCA-UEU-G,   2024/01,2263,544659
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,12K3,78K0R/F,UPD78F1845GCA-UEU-G,   2024/02,2351,565839
CG,REKR,TY,FUCO,CG09000180,KR FCA LG CAR,12K3,78K0R/F,UPD78F1845GCA-UEU-G,   2024/03,1565,376665
